Date,Open,High,Low,Close,Adj Close,Volume
2008-03-04,45.000000,47.000000,40.000000,41.290001,27.441574,1362640
2008-03-05,40.799999,42.580002,40.400002,40.650002,27.016226,2298730
2008-03-07,39.599998,40.000000,35.320000,35.990002,23.919163,1647065
2008-03-10,35.000000,37.279999,33.200001,36.900002,24.523954,904825
2008-03-11,36.900002,40.840000,35.959999,38.959999,25.893042,5994395
2008-03-12,40.400002,41.779999,36.240002,37.330002,24.809736,6497795
2008-03-13,35.799999,36.889999,34.299999,34.910000,23.201387,1057740
2008-03-14,36.599998,36.599998,33.400002,34.689999,23.055170,1922225
2008-03-17,33.000000,33.380001,29.000000,29.540001,19.632454,1553090
2008-03-18,29.490000,29.490000,24.110001,25.280001,16.801233,12708745
2008-03-19,27.000000,29.200001,27.000000,27.430000,18.230137,9324245
2008-03-24,27.000000,29.360001,26.000000,28.549999,18.974491,4589300
2008-03-25,29.799999,35.560001,28.940001,34.410000,22.869085,6458805
2008-03-26,35.400002,38.790001,33.709999,38.220001,25.401228,14483725
2008-03-27,37.400002,38.799999,36.540001,37.160000,24.696747,9410085
2008-03-28,37.599998,38.400002,35.619999,36.529999,24.278048,3718300
2008-03-31,36.400002,36.400002,33.400002,33.750000,22.430445,2505270
2008-04-01,33.900002,34.860001,32.250000,32.820000,21.812357,2127655
2008-04-02,34.000000,35.099998,31.840000,32.090000,21.327198,2984440
2008-04-03,32.299999,32.700001,29.610001,30.059999,19.978048,4958285
2008-04-04,30.110001,31.240000,29.139999,29.520000,19.619160,3742105
2008-04-07,30.000000,30.160000,28.510000,29.080000,19.326733,10390780
2008-04-08,29.290001,33.139999,29.200001,32.439999,21.559811,18150790
2008-04-09,32.599998,34.299999,31.360001,33.950001,22.563366,24243730
2008-04-10,34.939999,34.939999,32.650002,33.009998,21.938633,14485560
2008-04-11,33.680000,33.689999,31.459999,32.160000,21.373718,5421850
2008-04-15,32.000000,33.480000,31.480000,33.250000,22.098139,4208505
2008-04-16,33.500000,34.200001,32.799999,33.049999,21.965218,2214260
2008-04-17,33.500000,34.560001,33.419998,33.730000,22.417152,3760600
2008-04-21,33.980000,34.840000,33.029999,34.580002,22.982063,2899110
2008-04-22,34.400002,35.799999,34.049999,34.759998,23.101694,3243025
2008-04-23,34.799999,35.119999,34.000000,34.250000,22.762745,2228415
2008-04-24,34.570000,34.779999,33.000000,33.139999,22.025036,1024920
2008-04-25,33.400002,34.189999,33.139999,33.889999,22.523485,1402115
2008-04-28,34.200001,34.500000,33.410000,33.570000,22.310814,585555
2008-04-29,33.570000,34.720001,33.000000,34.209999,22.736162,1618620
2008-04-30,34.580002,34.599998,33.709999,34.060001,22.636471,794510
2008-05-02,34.299999,35.480000,34.299999,34.900002,23.194740,2103765
2008-05-05,35.349998,36.880001,35.000000,35.770000,23.772947,3835290
2008-05-06,35.779999,36.000000,34.160000,34.889999,23.188097,1632340
2008-05-07,35.000000,35.480000,34.250000,35.060001,23.301081,944770
2008-05-08,34.400002,34.950001,33.639999,34.009998,22.603239,881575
2008-05-09,33.779999,34.299999,32.419998,32.660000,21.706026,847145
2008-05-12,32.220001,32.799999,31.430000,32.349998,21.499992,1148050
2008-05-13,32.599998,33.200001,31.719999,31.990000,21.260738,1467245
2008-05-14,32.000000,32.759998,31.709999,32.669998,21.712667,702025
2008-05-15,33.000000,34.580002,32.810001,34.419998,22.875729,1841020
2008-05-16,34.799999,34.799999,33.939999,34.169998,22.709578,897435
2008-05-20,34.000000,34.380001,32.820000,33.369999,22.177889,1391525
2008-05-21,33.099998,34.330002,32.799999,33.820000,22.476967,786115
2008-05-22,33.599998,33.599998,32.070000,32.290001,21.460119,1387260
2008-05-23,32.779999,33.189999,31.850000,32.020000,21.280674,1646285
2008-05-26,31.440001,32.299999,31.080000,31.410000,20.875267,753810
2008-05-27,31.780001,32.150002,30.709999,30.930000,20.556255,440295
2008-05-28,31.379999,32.279999,30.340000,31.889999,21.194275,1082725
2008-05-29,32.000000,32.400002,30.510000,30.809999,20.476503,1349395
2008-05-30,31.200001,31.480000,30.030001,31.129999,20.689177,865645
2008-06-02,31.219999,32.220001,29.400000,29.639999,19.698914,1868420
2008-06-03,29.490000,29.490000,28.049999,28.480000,18.927971,2053485
2008-06-04,28.600000,30.260000,28.400000,28.780001,19.127356,2928860
2008-06-05,28.799999,30.980000,26.820000,30.010000,19.944818,2259570
2008-06-06,30.370001,31.440001,29.629999,30.700001,20.403397,1898465
2008-06-09,28.600000,29.400000,28.309999,28.940001,19.233690,693990
2008-06-10,29.100000,29.559999,27.799999,28.090000,18.668777,1394215
2008-06-11,28.799999,28.980000,26.889999,27.360001,18.183613,4427830
2008-06-12,27.110001,28.379999,26.059999,28.070000,18.655483,1880255
2008-06-13,28.420000,28.580000,27.610001,27.950001,18.575731,1320150
2008-06-16,28.420000,29.500000,28.219999,28.650000,19.040953,2089110
2008-06-17,28.950001,29.930000,28.389999,29.750000,19.772020,3070820
2008-06-18,30.000000,30.160000,28.740000,28.889999,19.200459,890830
2008-06-19,28.500000,28.660000,27.260000,27.559999,18.316534,1074275
2008-06-20,27.700001,27.980000,26.500000,26.770000,17.791496,1328410
2008-06-23,26.299999,26.600000,24.799999,25.799999,17.146828,1752050
2008-06-24,25.910000,27.639999,25.900000,27.000000,17.944355,1569980
2008-06-25,26.200001,26.700001,25.400000,26.260000,17.452547,1246160
2008-06-26,26.610001,26.900000,25.740000,26.270000,17.459194,1048630
2008-06-27,25.400000,25.719999,24.799999,24.940001,16.575270,1029880
2008-06-30,25.200001,25.200001,22.620001,22.850000,15.186240,1631990
2008-07-01,22.850000,23.120001,21.809999,22.139999,14.714370,3699515
2008-07-02,22.000000,23.000000,21.010000,22.660000,15.059967,2175440
2008-07-03,23.000000,23.000000,20.500000,20.820000,13.837090,2744400
2008-07-04,20.799999,22.299999,20.400000,21.959999,14.594740,1934730
2008-07-07,22.100000,23.090000,22.000000,22.200001,14.754250,1241860
2008-07-08,22.000000,23.490000,21.000000,23.150000,15.385622,1583700
2008-07-09,23.400000,24.719999,23.400000,23.860001,15.857491,2052045
2008-07-10,23.620001,24.490000,23.049999,23.930000,15.904015,1506965
2008-07-11,23.620001,24.340000,22.940001,23.320000,15.498605,1017430
2008-07-14,24.000000,24.000000,22.400000,23.629999,15.704634,919850
2008-07-15,23.430000,23.500000,21.320000,21.480000,14.275730,1726510
